id,title given by manchine,Y/N,original title
10.1.1.107.3275.txt,Permutations,N,Permutations and words counted by consecutive patterns
10.1.1.86.84.txt,THE NUMBER OF DESCENDANTS IN SIMPLY GENERATED RANDOM TREES,Y,
10.1.1.184.1300.txt,Prevention....,N,Creating A Healthy Environment: The Impact of the Built Environment on Public Health
10.1.1.129.1684.txt,Oracle9iAS TopLink Tutorials,Y,
10.1.1.37.6834.txt,Break-Up And Roll-Up Of Stratospheric Intrusions,Y,
10.1.1.38.486.txt,Languages for Negotiation,Y,
10.1.1.36.8551.txt,Applied general equilibrium modeling with MPSGE as a GAMS subsystem: An overview of the modeling framework and syntax,Y,
10.1.1.34.7559.txt,Quality evaluation of projectionbased vr displays,Y,
10.1.1.45.5269.txt,Feature Extraction for Map Based Image Interpretation,Y,
10.1.1.205.8329.txt,I am indebted to my advisor Alan Krueger for his continuous support. I am also very grateful to Orley,N,Time to Change What to Sow: Risk Preferences and Technology Adoption Decisions of Cotton Farmers in China
10.1.1.72.1862.txt,The index of projective families of elliptic operators,Y,
10.1.1.159.5353.txt,Diversity in foresight: Insights from the fostering of innovation ideas,Y,
10.1.1.22.3738.txt,The Syntenic Diameter of the Space of N-Chromosome Genomes,Y,
10.1.1.72.546.txt,The Syntactic Organization of American Sign Language: A Synopsis *,Y,
10.1.1.118.3091.txt,Paper prepared for DSC – NA Driving Simulation Conference North America 2003.,N,是一个参考文献表
10.1.1.13.5060.txt,Data Handling Issues in Maskless Lithography,Y,
10.1.1.217.6500.txt,Connectivity based Dual Vdd Assignment Algorithm for Power Reduction in FPGA,Y,
10.1.1.158.6417.txt,WAVE FIELD ANALYSIS USING MULTIPLE RADII MEASUREMENTS,Y,
10.1.1.14.8069.txt,Games on Triangulations,Y,
10.1.1.180.9738.txt,Duration: 36 months,N,"Trilogy: Re-Architecting the Internet. An Hourglass Control Architecture for the Internet, Supporting Extremes of Commercial, Social and Technical Control"
10.1.1.21.7517.txt,Efficient Arithmetic on Hyperelliptic Koblitz Curves,Y,
10.1.1.54.7192.txt,Wireless Networks: An Introduction and Case Studies,Y,
10.1.1.157.7456.txt,When Students Resist: Ethnography of a Senior Design Experience in Engineering,N,When Students Resist: Ethnography of a Senior Design Experience in Engineering Education
10.1.1.14.2828.txt,Fail-Aware Publish/Subscribe,N,Fail-Aware Publish/Subscribe Communication in Erlang
10.1.1.7.9137.txt,NISS WebSwap: AWeb Service,N,NISS WebSwap: A Web Service for Data Swappping
10.1.1.45.3232.txt,Key Metrics and Goals for NASA's Advanced Air Transportation Technologies Program,Y,
10.1.1.136.8068.txt,Service Center Data Administration Concept of Operation,N,Concept of Operations
10.1.1.131.4839.txt,Distribution of Periscope Analysis Agents on ALTIX 4700,Y,
10.1.1.96.6856.txt,,N,Implementation and Evaluation of HPF/SX V2
10.1.1.122.4924.txt,Control of Low-Velocity Impact Response in Composite Plates,Y,
10.1.1.14.3448.txt,Language Independent Named Entity Recognition Combining Morphological and Contextual Evidence,Y,
10.1.1.199.7133.txt,"the Internationally acclaimed Management Guru and Corporate Strategist,",N,AMA News
10.1.1.119.9366.txt,Contents List of Figures iii List of Tables v,N,Universidade T?ecnica de Lisboa Instituto Superior T?ecnico Departamento de Engenharia Inform?atica
10.1.1.88.509.txt,2 Intellectual Property: When Is It the Best Incentive System?,N,Intellectual Property: When Is It the Best Incentive System?
10.1.1.180.2831.txt,Mountains are Just Mountains,Y,
10.1.1.91.613.txt,An Emerging Vision of Internet-Enabled Supply,N,An Emerging Vision of Internet-Enabled Supply Chan Electronic Commerce
10.1.1.50.295.txt,"Classical Proofs as Programs, Cut Elimination as Computation",Y,
10.1.1.173.8842.txt,Collaboration for Environmental Evidence Systematic Review No. 60,N,DOES SEEDING AFTER SEVERE FOREST FIRES IN WESTERN USA MITIGATE IMPACTS ON SOILS AND PLANT COMMUNITIES?
10.1.1.27.5874.txt,A New Geometrical Interpretation of Trilinear Constraints,Y,
10.1.1.117.8868.txt,Influence of Available Bandwidth on the Statistical Characterization of Compressed Video,Y,
10.1.1.94.3881.txt,Generic programming,N,Fundamentals of Generic Programming
10.1.1.97.9504.txt,A1: Spreadsheet-based Scripting for Developing Web Tools,Y,
10.1.1.154.7524.txt,Frequency of Comandra Blister Rust Infection Episodes on,N,Frequency of Comandra Blister Rust Infection Episodes on Lodgepole Pine
10.1.1.92.1702.txt,C.: A 3D object classifier for discriminating manufacturing processes,N,A 3D object classifier for discriminating manufacturing processes
10.1.1.52.3570.txt,Properties of Some ILP Formulations of a Class of Partitioning Problems,Y,
10.1.1.29.4332.txt,A decision-theoretic approach to resource allocation in wireless multimedia networks,Y,
10.1.1.140.3372.txt,Sloth-NFS and the Possibility of using Fuzzy Control to Optimize Cache Management,Y,
10.1.1.151.4267.txt,BioMed Central,N,The E3 ubiquitin ligase skp2 regulates neural differentiation independent from the cell cycle
10.1.1.15.2090.txt,Improving Computer Security Using Extended Static Checking,Y,
10.1.1.27.5135.txt,Minimizing the Effects of Tolerance Faults on Hardware Realizations of Cellular Neural Networks,Y,
10.1.1.142.867.txt,Publish or Perish (3)  – Fraud and ethics,Y,
10.1.1.48.9572.txt,Memory Organization for Video Algorithms on Programmable Signal Processors,Y,
10.1.1.56.8331.txt,Efficient Nonlinear Control with Actor-Tutor Architecture,Y,
10.1.1.154.956.txt,Evidentiality vs. Certainty: Do Children Trust Their Minds More Than Their Eyes?,Y,
10.1.1.115.619.txt,Analysis and Modelling of Physical Transport Phenomena i Controlling Cost and Quality i,N,Science and technology
10.1.1.66.5590.txt,Near-optimal anytime coalition structure generation,Y,
10.1.1.188.751.txt,Vessels,N,A Semi-Autonomous Robot for Stripping Paint from Large Vessels
10.1.1.148.5664.txt,Visualization of Subsumption Hierarchies in Ontologies,Y,
10.1.1.129.8753.txt,Joining two nations: Concrete for the ?resund Link,Y,
10.1.1.187.1972.txt,Abstract.,N,The Effectiveness of European Active Labor Market Policy^1
10.1.1.185.4519.txt,"Three Years of Experience with Sledgehammer, a Practical Link between Automatic and Interactive Theorem Provers",Y,
10.1.1.123.6642.txt,"Up from Halt, Active-Halt, Wait and Slow",N,"8-BIT MCU WITH SINGLE VOLTAGE FLASH MEMORY, ADC, TIMERS"
10.1.1.106.9626.txt,DATA CLEANING USING FD FROM DATA MINING PROCESS,Y,
10.1.1.18.9419.txt,"No Pain, No Gain? The Importance of Measuring Course Workload in Student Ratings of Instruction",Y,
10.1.1.214.3769.txt,Qai? Nevada Bureau of Mines and Geology,N,"PRELIMINARY GEOLOGIC MAP OF THE NORTHEAST QUARTER OF THE NOPAH PEAK QUADRANGLE, NYE COUNTY, NEVADA, AND INYO COUNTY, CALIFORNIA"
10.1.1.69.2093.txt,Evolving and Breeding Robots,Y,
10.1.1.210.8408.txt,A Study of Term Proximity and Document Weighting Normalization in Pseudo Relevance Feedback – UIUC at TREC 2009 Million Query Track,Y,
10.1.1.126.5749.txt,DOI:10.1068/p5644 Mental rotation of letters and shapes in developmental dyslexia,N,Mental rotation of letters and shapes in developmental dyslexia
10.1.1.184.6883.txt,Volume 1 – No. 14 DESIGN APPROACH: AN AUTONOMOUS ROVER,N,DESIGN APPROACH: AN AUTONOMOUS ROVER
10.1.1.74.7735.txt,Head-to-TOE Evaluation of High-Performance Sockets over Protocol Offload Engines ?,Y,
10.1.1.160.7653.txt,Active Attacks Against Modulation-based Radiometric Identification,Y,
10.1.1.224.7665.txt,Coffee Cups,N,"Coffee Cups, Frogs, and Lived Experience"
10.1.1.134.9179.txt,Logic-enhanced type systems: Programming language support for reasoning about security and other program properties,Y,
10.1.1.141.6981.txt,Three-Hilbert-Space Formulation of Quantum Mechanics ,Y,
10.1.1.101.375.txt,Formal development of industrial-scale systems,N,Formal development of industrial-scale systems in Circus
10.1.1.36.5843.txt,Development and Testing of Hypotheses in Engineering Design Research,Y,
10.1.1.165.6818.txt,PEB Associate Members,N,PEB EXCHANGE
10.1.1.184.8844.txt,The Riemann zeta function and Hamburger’s theorem,Y,
10.1.1.38.5843.txt,Computation of the Effects of Inhomogeneous Clouds on Retrieval of . . .,N,Computation of the Effects of Inhomogeneous Clouds on Retrieval of Remotely Sensed Properties
10.1.1.1.3349.txt,Generic Software Transformations,Y,
10.1.1.207.9915.txt,Chapter 24 Causal Inference,Y,
10.1.1.18.1091.txt,Aerosols in Atmospheric Chemistry,Y,
10.1.1.56.6099.txt,A Binary Markov Model for the Quantized Wavelet Coefficients of Images and its Rate/Distortion Optimization,Y,
10.1.1.29.9300.txt,"Authentication Scheme for Distributed, Ubiquitous, Real-Time Protocols",Y,
10.1.1.147.8930.txt,Impact of Visualization Methods on Interaction with Search Results,Y,
10.1.1.202.9586.txt,A Numerical Experiment in Insured Homogeneity,Y,
10.1.1.76.9162.txt,The Fast Guide to Model Driven Architecture The Basics of Model Driven Architecture (MDA),Y,
10.1.1.142.1754.txt,Article Outline Glossary,N,BAYESIAN GAMES: GAMES WITH INCOMPLETE INFORMATION
10.1.1.139.5982.txt,Political Risk?and?Firm?Default?Probability Exploring Export?Credits?to?HighRisk?Countries,Y,
10.1.1.115.563.txt,Note,N,Approximation algorithms for multiple sequence alignment
10.1.1.118.9207.txt,Indexing time-evolving data with variable lifetimes,Y,
10.1.1.84.995.txt,A Sketch of Complete Type Inference for Functional Programming,Y,
10.1.1.38.8057.txt,"Learning How to Design: A Minds-On, Hands-On, Decision-Based Approach",Y,
10.1.1.14.816.txt,Evaluation of Image Pre-processing Techniques for Eigenface Based Face Recognition,Y,
10.1.1.18.3201.txt,Phase Model Checking for some Linear Logic,N,Phase Model Checking for some Linear Logic Calculi
10.1.1.3.2952.txt,Cognitive situation and threat assessments of ground battlespaces,Y,
10.1.1.68.6289.txt,Identifying and Classifying Subjective Claims,Y,
10.1.1.216.4306.txt,Testing: Academic Academia and Industrial Industry Conference- Practice And Research Techniques How good are your testers? An assessment of testing ability,N,How good are yours testers? An assessment of testing ability
10.1.1.114.8665.txt,An architecture for a space-based reconfigurable protocol chip,Y,
10.1.1.56.3098.txt,Design and Implementation Issues for Object-Oriented Concurrency,Y,
10.1.1.183.6248.txt,Learning to distinguish valid textual entailments,Y,
10.1.1.48.5726.txt,A Technique for Implementing Highly Concurrent Wait-free Objects for Shared Memory Multi-processors,Y,
10.1.1.10.6799.txt,"Katy Brner, Ying Feng Tamara McMahon (2002)",N,Collaborative Visual Interfaces to Digital Libraries
10.1.1.37.8066.txt,Object Management Group,N,OMG Object Services RFP3
10.1.1.63.9405.txt,14. Experimental tests of gravitational theory 1 14. EXPERIMENTAL TESTS OF GRAVITATIONAL THEORY,N,14. EXPERIMENTAL TESTS OF GRAVITATIONAL THEORY
10.1.1.172.2608.txt,Policy Note 2002/2 The Brazilian Swindle and The Larger International Monetary Problem,N,The Brazilian Swindle and The Larger International Monetary Problem
10.1.1.101.6773.txt,"Bar k-Visibility Graphs: Bounds on the Number of Edges, Chromatic Number, and Thickness",Y,
10.1.1.156.2924.txt,IFSA-EUSFLAT 2009 Parametric Fuzzy Modelling Framework for Complex Data–Inherent Structures,N,Parametric Fuzzy Modelling Framework for Complex Data–Inherent Structures
10.1.1.159.5318.txt,,N,Detection of fatigue crack growth in aircraft landing gear
10.1.1.157.2605.txt,,N,HOW SYNTAX AND MORPHOLOGY TALK TO PHONOLOGY
10.1.1.33.3989.txt,ROCK: A Robust Clustering Algorithm for Categorical Attributes,Y,
10.1.1.118.3492.txt,General Terms,N,An Iterative Method for Multi-class Cost-sensitive Learning
10.1.1.93.7463.txt,Data-Based Motion Simulation Through a Green’s Function Approach,Y,
10.1.1.44.7377.txt,An Assessment of Incomplete-LU Preconditioners for Nonsymmetric Linear Systems,Y,
10.1.1.107.4946.txt,Biological Robot Arm Motion through Reinforcement Learning,Y,
10.1.1.176.7759.txt,ENHANCING TRADITIONAL LEARNING: THE USE OF MULTIMEDIA MATERIAL ON THE INTERNET,Y,
10.1.1.144.9898.txt,Example of supersonic solutions to a steady state Euler-Poisson system,Y,
10.1.1.49.4438.txt,Cv,Y,CYRILL B. MURATOV的简历
10.1.1.62.4242.txt,On the algebraization of many-sorted logics,Y,
10.1.1.43.8189.txt,Paramodulation with Non-Monotonic Orderings,Y,
10.1.1.148.4659.txt,VODCA 2004 Preliminary Version A Web Service Architecture for Enforcing Access Control Policies,N,A Web Service Architecture for Enforcing Access Control Policies
10.1.1.218.8273.txt,Stochastic differential equation modeling and analysis of TCP-Windowize behavior,Y,
10.1.1.134.8020.txt,"Maturation of extinction behavior in infant rats: large-scale regional interactions with medial prefrontal cortex, orbitofrontal cortex, and anterior cingulate cortex",Y,
10.1.1.158.4958.txt,Effective learning in the presence of . . . ,N,Effective learning in the presence of adaptive counterparts
10.1.1.23.8135.txt,Using High-Level Synthesis to Implement On-Line Testability,Y,
10.1.1.8.8100.txt,Nomadic &pi;-Calculi: Expressing and Verifying Communication Infrastructure for Mobile Computation,N,Nomadic π;-Calculi: Expressing and Verifying Communication Infrastructure for Mobile Computation
10.1.1.17.5812.txt,Advanced Transactions in Component-Based Software Architectures,Y,
10.1.1.33.4517.txt,Validation of Case-Based Reasoning Systems,Y,
10.1.1.75.5493.txt,A Bibliography of Publications on Unicode,Y,
10.1.1.214.284.txt,Interpreting,N,Cross-linguistic corpora for the investigation of explicitation in translations
10.1.1.126.8345.txt,TransType2 — an innovative computerassisted translation system,Y,
10.1.1.123.5240.txt,Access the most recent version at doi: 10.1110/ps.062523907 References,N,Evaluation of features for catalytic residue prediction in novel folds
10.1.1.137.4595.txt,Technological Education,N,Special issue introduction - Globalizing technological education
10.1.1.77.1818.txt,MAJIC: a distributed VLSI layout tool,Y,MAJIC: a distributed VLSI layout tool
10.1.1.109.2472.txt,Geometrical Perspective on Learning Behavior,Y,
10.1.1.65.2534.txt,A Classification of Time Element Speech Scramblers,Y,
10.1.1.54.2382.txt,Ralf Spiwoks,N,User Library for the HiPPI/D module
10.1.1.91.4625.txt,ACKNOWLEDGEMENTS,N,MACROMODELING OF NONLINEAR DRIVER AND RECEIVER CIRCUITS
10.1.1.28.5974.txt,"Using Viewpoints to Derive a Conceptual Model for Web-Based Education Environments”, MCC17/98, Monografias em Ciência da Computa??o, Departamento de Informática, PUC-Rio",N,Using Viewpoints to Derive a Conceptual Model for Web-Based Education Environments
10.1.1.154.295.txt,CURRENT DIRECTIONS IN PSYCHOLOGICAL SCIENCE The Benefit of Additional Opinions,Y,The Benefit of Additional Opinions
10.1.1.139.1912.txt,Shining light in dark places: Understanding the Tor network,Y,
10.1.1.54.657.txt,Parallel Fourier-Motzkin Elimination,Y,
10.1.1.110.684.txt,Designing Robotic Artifacts: Rural School-Community Collaboration for Learning,Y,
10.1.1.72.6476.txt,Patent Quality Control: A Comparison of U.S. Patent Re-examinations and European,N,Patent Quality Control: A Comparison of U.S. Patent Re-examinations and  Patent Oppositions
10.1.1.105.4990.txt,POWERS OF GENERATORS AND TAYLOR EXPANSIONS OF INTEGRATED SEMIGROUPS OF OPERATORS,Y,
10.1.1.167.6708.txt,hom.Sc.inp.db,N,Bioconductor annotation data package
10.1.1.155.4375.txt,BioMed Central,N,"Molecular phenotype of zebrafish ovarian follicle by serial analysis of gene expression and proteomic profiling, and comparison with the transcriptomes of other animals"
10.1.1.103.583.txt,LIP,N,Monitoring the behavior of parallel progarams:how to be scalable?
10.1.1.98.6357.txt,Abstract Multiscale Fourier descriptors for defect image retrieval,N,Multiscale Fourier descriptors for defect image retrieval
10.1.1.126.4976.txt,Automatic learning of textual entailments with cross-pair similarities,Y,
10.1.1.111.1124.txt,INDUCTION OF SPECIFIC IMMUNE UNRESPONSIVENESS USING PURIFIED MIXED LEUKOCYTE CULTURE-ACTIVATED T LYMPHOBLASTS AS AUTOIMMUNOGEN I. Demonstration of General Validity as to Species and,N,Induction of specific immune unresponsiveness using purified mixed leukocyte culture-activated T lymphoblasts as autoimmunogen. I. Demonstration of general validity as to species and histocompatibility barriers
10.1.1.119.6741.txt,Correction to &quot;State-Space Methods for Designing Digital Simulations of Continuous Fixed Linear Systems&quot;,N,"Correction to ""State-Space Methods for Designing Digital Simulations of Continuous Fixed Linear Systems"""
10.1.1.137.3448.txt,Robotics and Real-time Control INTERFACES FOR PEOPLE,N,INTERFACES FOR PEOPLE
10.1.1.198.9971.txt,Empirical Research on the Domestic Phone: A Literature Review,Y,
10.1.1.217.2186.txt,SCIENCE BRIEFS Brain Bases of Individual Differences in Cognition,N,Brain Bases of Individual Differences in Cognition
10.1.1.67.3383.txt,Learning Horizontal Connections in a Sparse Coding Model of Natural Images Anonymous Author(s) Affiliation,N,Learning Horizontal Connections in a Sparse Coding Model of Natural Images
10.1.1.154.5420.txt,Aspects and Exception Handling: the case of explicit join points,Y,
10.1.1.218.4700.txt,"DEPARTMENTAL GOALS METHOD OF ATTAINMENT RESOURCES (NEEDS, COSTS, SOURCES OF FUNDS)",N,LIBRARY ANNUAL PLAN 2008-2009
10.1.1.200.8091.txt,Financing of multinational subsidiaries: parent debt vs. external debt,Y,
10.1.1.149.2170.txt,about Programs General Terms,N,Much ado about two (pearl): a pearl on parallel prefix computation
10.1.1.9.6494.txt,A Logic of Object-Oriented Programs,Y,
10.1.1.182.534.txt,Fellowships Literature and Media StudiesNational Endowment for the Humanities,N,"Modern British Narrative and the Invention of Modern Propaganda, 1900-1945"
10.1.1.87.7841.txt,Learning to Predict Case Markers in Japanese,Y,
10.1.1.199.5315.txt,Threshold behavior and aggregate fluctuation,Y,
10.1.1.193.5166.txt,Combining Diverse Neural Classifiers for Complex Problem Solving: An ECOC Approach,Y,
10.1.1.120.5083.txt,PAYFLUX – Secure Electronic Payment in Mobile Ad hoc Networks,Y,
10.1.1.137.1704.txt,"Supervising committee: Design and Analysis of Communication Systems (DACS),",N,Providing AAA with the Diameter protocol for multi-domain interacting services
10.1.1.111.1538.txt,,N,Double and single side-band suppressed-carrier optical modulator implemented at 1320 nm using LiNbO3 crystals and bulk optics
10.1.1.194.5581.txt,2000: Agricultural Water Resources Decision Support System,N,AGRICULTURAL WATER RESOURCES DECISION SUPPORT (AWARDS)
10.1.1.222.2213.txt,The Hebrew University,N,Mechanism Design with a Restricted Action Space
10.1.1.27.3406.txt,The near-IR and mid-IR sky background at the South Pole,Y,
10.1.1.41.4945.txt,Use of Phenotypic and Molecular Data for Genetic Evaluation of Livestock,Y,
10.1.1.157.9059.txt,INSTITUTE OF PHYSICS PUBLISHING,N,Mathematical formulation and simulation of specular reflection based measurement system for gas tungsten arc weld pool surface
10.1.1.70.3610.txt,,N,Lessons Learned Building TeamTrak: An Urban/Outdoor Mobile Testbed
10.1.1.15.1073.txt,Experiences Teaching Synthesis Of Fpgas And Testable Asics,Y,
10.1.1.180.4061.txt,"Astabilizedsuperfastsolverfor nonsymmetricToeplitzsystems M.VanBarel,G.HeinigandP.Kravanja ReportTW293,October1999 n Celestijnenlaan200A{B-3001Heverlee(Belgium)",N,A stabilized superfast solver for nonsymmetric Toeplitz systems
10.1.1.77.1534.txt,The viewgraphs:,N,A Proposal to add Explicit Congestion Notification (ECN) to IPv6 and to TCP
10.1.1.20.1983.txt,Interpreting schematic sketches using physical reasoning,Y,
10.1.1.33.2873.txt,Registration and Exploitation of Multi-pass Airborne Synthetic Aperture Radar Images,Y,
10.1.1.106.4846.txt,DOI: 10.1093/bioinformatics/bth943,N,Predictions of class IT-cell epitopes:evidence of presence of immunological hot spots inside antigens
10.1.1.40.4206.txt,A Discrete Iterative Learning Control for a Class of Nonlinear Time-Varying Systems,Y,
10.1.1.104.273.txt,VEHICLE DETECTING AND TRACKING IN VIDEO FOR INCIDENT DETECTION,Y,
10.1.1.38.1712.txt,Approximating General Logic Programs,Y,
10.1.1.115.8288.txt,(1998) Cluster Analysis and Data Visualization of Large-Scale Gene Expression,N,MODELING GENE EXPRESSION WITH DIFFERENTIAL EQUATIONS^a
10.1.1.221.5791.txt,Volume 9 (2010). Number 1. pp. 103 – 108 c ○ Journal “Algebra and Discrete Mathematics” RESEARCH ARTICLE,N,Small non-associative division algebras up to isotopy
10.1.1.20.1044.txt,Principles for Designing Computer Music Controllers,Y,
10.1.1.199.3266.txt,1 Learning to Improve: The Biased Processing of Mixed Price Comparisons,N,Learning to Improve: The Biased Processing of Mixed Price Comparisons
10.1.1.72.4738.txt,Social annotation of semantically heterogeneous knowledge,Y,
10.1.1.30.4620.txt,Applications of Cerium-Doped Gadolinium Silicate Gd,N,Applications of Cerium-Doped Gadolinium Silicate Gd_2SiO_5:Ce Scintillator to Calorimeters in High Radiation Environment
10.1.1.177.316.txt,A Polylogarithmic Approximation for Computing Non-Metric Terminal Steiner Trees,Y,
10.1.1.203.73.txt,MODELS FOR CONFIGURABLE MECHANISMS IN MULTIMEDIA QOS MANAGEMENT – SIMULATION STUDY 1,Y,
10.1.1.31.4550.txt,Bipolar Device Modeling for VLSI Layout Verification,Y,
10.1.1.133.6408.txt,SECURITY AND COOPERATION IN WIRELESS NETWORKS -- Thwarting Malicious and Selfish Behavior in the Age of Ubiquitous Computing ,Y,
10.1.1.147.6269.txt,BMC Cancer BioMed Central,N,Response of lymphocyte subsets and cytokines to Shenyang prescription in Sprague-Dawley rats with tongue squamous cell carcinomas induced by 4NQO
10.1.1.34.8443.txt,Statistical Investigations of Genetic Algorithms and Genetic Programming,Y,
10.1.1.214.3652.txt,Rapid Communication Oblique stimuli are seen best (not worst!) in naturalistic broad-band stimuli: a horizontal effect,N,Oblique stimuli are seen best (not worst!) in naturalistic broad-band stimuli: a horizontal effect
10.1.1.130.563.txt,Use of an object-based model to represent complex features of ecosystems,Y,
10.1.1.127.6620.txt,"A Class Hierarchical, Object-Oriented Approach to Virtual Memory Management in Multiprocessor Operating Systems",N,"A class Hierarchical, object-oriented approach to virtual memory management"
10.1.1.172.1727.txt,USING INTELLIGENT AGENTS TO UNDERSTAND MANAGEMENT PRACTICES AND RETAIL PRODUCTIVITY,Y,
10.1.1.217.5721.txt,Associated with Perception of Tools and Dwellings,N,Using fMRI Brain Activation to Identify Cognitive States Associated with Perception of Tools and Dwellings
10.1.1.202.4386.txt,The Structure and Distribution of Household Wealth in Australia*,Y,
10.1.1.109.1726.txt,An Adaptive User Profile for Filtering News Based on a User Interest Hierarchy,Y,
10.1.1.187.287.txt,,N,On dual-rail control logic for enhanced circuit robustness
10.1.1.110.825.txt,An Interior-Point Method for Large Scale Network Utility Maximization,Y,
10.1.1.159.3629.txt,ON COHOMOLOGY OF THE INVARIANT PART OF AN ISOLATING,N,ON COHOMOLOGY OF THE INVARIANT PART OF AN ISOLATING BLOCK
10.1.1.139.5223.txt,,N,Fruiting trees as dispersal foci in a semi-deciduous tropical forest
10.1.1.205.4558.txt,12345efghi UNIVERSITY OF WALES SWANSEA REPORT SERIES,N,A study on Bautista-Manero models for worm-like micellar systems
10.1.1.7.5193.txt,Perturbations in a non-singular bouncing Universe,Y,
10.1.1.63.463.txt,IRST Location Pant'e di Povo,N,The Hardest Random SAT Problems
10.1.1.221.5405.txt,A squeaky wheel optimisation methodology for two dimensional strip packing,Y,
10.1.1.128.657.txt,Business School.,N,"The role of line managers in training, learning and development"
10.1.1.220.9923.txt,SUMMARY,N,Decreasing the cost of mutation testing with second-order mutants
10.1.1.99.875.txt,First Results of a French Linguistic Development Environment,Y,
10.1.1.144.4138.txt,Rub the Stane,Y,
10.1.1.2.9820.txt,Sentence Ordering in Multidocument Summarization,Y,
10.1.1.113.8099.txt,Perspectives on Dialogue: Introduction to this Special Issue,Y,
10.1.1.140.2848.txt,A Rule Format for Associativity,Y,
10.1.1.172.8063.txt,Protecting Public Health During Drought Conditions A Guide for Public Health Professionals,N,WHEN EVERY DROP COUNTS: Protecting Public Health During Drought Conditions
10.1.1.167.1865.txt,Falsification Of The Atmospheric CO2 Greenhouse Effects Within The Frame Of Physics,Y,
10.1.1.117.3105.txt,J.M.: Object categorization by compositional graphical models,N,Object categorization by compositional graphical models
10.1.1.30.2307.txt,Experiments with the Cascade-Correlation Algorithm,Y,
10.1.1.83.1842.txt,The HyperContext Framework for Adaptive Hypertext,Y,
10.1.1.4.3776.txt,P5: A Protocol for Scalable Anonymous Communication,Y,
10.1.1.104.2629.txt,"CONSTRUCTING SCHEDULERS FOR HIGH-SPEED, HIGH-CAPACITY SWITCHES/ROUTERS",Y,
10.1.1.26.6731.txt,Towards A Perceptually Optimal Spectral Amplitude Estimator For Audio Signal Enhancement,Y,
10.1.1.106.9909.txt,Texture segmentation by multiscale aggregation of filter responses and shape elements,Y,
10.1.1.14.4490.txt,"Probabilistic Protocols for Node Discovery in Ad-hoc, Single Broadcast Channel Networks (Extended Abstract)",Y,
10.1.1.107.9877.txt,Abstract Approximation Algorithms for Grammar-Based Compression,N,Approximation Algorithms for Grammar-Based Compression
10.1.1.216.7713.txt,Counting connected graphs and hypergraphs via the probabilistic method. Random Struct,N,Counting connected graphs and hypergraphs via the probabilistic method
10.1.1.19.4593.txt,Termination of Constructor Systems Using Semantic Unification,Y,
10.1.1.137.2391.txt,Protocol for Taking Object-based Checkpoints,Y,
10.1.1.108.5821.txt,ACTA ARITHMETICA LXXXVII.3 (1999) Trajectories of rotations by,N,Trajectories of rotations
10.1.1.20.2877.txt,On computing exact visual hulls of solids bounded by smooth surfaces,Y,
10.1.1.123.2684.txt,Predicting responses of nonlinear neurons in monkey striate cortex to complex patterns,Y,
10.1.1.107.54.txt,Combined Effects of Class Imbalance and Class Overlap on Instance-based Classification,Y,
10.1.1.84.9812.txt,Talking to strangers: Authentication in ad-hoc wireless networks,Y,
10.1.1.83.5139.txt,Using web application construction frameworks to protect against code injection attacks. 2007 workshop on Programming languages and analysis for security,N,Using web application construction frameworks to protect against code injection attacks
10.1.1.64.2818.txt,Contents,N,Data Modeling with Gaussian Mixture Based Clustering: A Unifying View for Discrimination and Generative Clustering
10.1.1.139.317.txt,- Often totalitarian,N,Science Fiction Utopias & Dystopias
10.1.1.78.934.txt,Toward Acoustic Models for Languages with Limited Linguistic Resources,Y,
10.1.1.53.546.txt,Adapting Function Points to contemporary software systems: A review of proposals,Y,
10.1.1.188.1603.txt,The Budgeted Unique Coverage Problem and Color-Coding (Extended Abstract),Y,
10.1.1.144.6158.txt,Loci of contextual effects in judgment,Y,
10.1.1.175.1135.txt,Contents lists available at ScienceDirect Pattern Recognition Letters,N,Material-specific adaptation of color invariant features
10.1.1.202.2102.txt,To Estimate Recreational Welfare Measures for International and Specialised Tourism,Y,
10.1.1.38.8256.txt,A class of linearly-implicit Runge-Kutta methods for multibody systems,Y,
10.1.1.61.956.txt,An Evaluation of the Potential of Synchronized Time To Improve . . . ,N,An Evaluation of the Potential of Synchronized Time To Improve Voice Over IP Quality
10.1.1.224.7995.txt,Application of Control Techniques to Solving Linear Systems of Equations,Y,
10.1.1.103.3720.txt,Plankalkül: The First High-Level Programming Language and its Implementation,Y,
10.1.1.144.8040.txt,Jet Sets,Y,
10.1.1.120.4427.txt,Network Communication Simulator,Y,
10.1.1.120.3211.txt,High capacity data hiding in JPEG-compressed images,Y,
10.1.1.20.6418.txt,Modeling CPU Demand in Heterogeneous Active Networks,Y,Bit Level Types for High Level Reasoning
10.1.1.220.6976.txt,F.: User-assisted intrinsic images,N,User-assisted intrinsic images
10.1.1.93.8077.txt,ABSTRACT Bit Level Types for High Level Reasoning,N,Bit Level Types for High Level Reasoning
10.1.1.205.4404.txt,PHYSICS LETTERS A Physics Letters A 242 ( 1998) 1-3 Quantum cloning without signaling,N,Quantum cloning without signaling
10.1.1.18.4004.txt,"Representation Primitives, Process Models and Patient Data in Computer-Interpretable Clinical Practice Guidelines: A Literature Review of Guideline Representation Models",Y,
10.1.1.39.7703.txt,Creating Views for Debugging Parallel Programs,Y,
10.1.1.36.9517.txt,A Nucleation Theory Of Cell Surface Capping,Y,
